case_id,rtc_id,observed_route_class,user_node,final_answer_node,ablated_stage,before_answer_hash,after_answer_hash,exact_answer_preserved
eleventh_share,rtc_5d36849729bc41beb973ff099c6378c2,OBSROUTE-e6601b7eec,598,600,CHECKING,6c065aaf0f0423bb,6c065aaf0f0423bb,1
eleventh_share,rtc_5d36849729bc41beb973ff099c6378c2,OBSROUTE-e6601b7eec,650,652,CHECKING,403ddcb6bdcbe823,403ddcb6bdcbe823,1
eleventh_share,rtc_5d36849729bc41beb973ff099c6378c2,OBSROUTE-e6601b7eec,653,655,CHECKING,665f3f7476375917,665f3f7476375917,1
eleventh_share,rtc_5d36849729bc41beb973ff099c6378c2,OBSROUTE-e6601b7eec,656,659,CHECKING,1a51361ec6bd09f7,1a51361ec6bd09f7,1
eleventh_share,rtc_5d36849729bc41beb973ff099c6378c2,OBSROUTE-e6601b7eec,656,659,WORK_STATUS,1a51361ec6bd09f7,1a51361ec6bd09f7,1
eleventh_share,rtc_5d36849729bc41beb973ff099c6378c2,OBSROUTE-e6601b7eec,754,756,WORK_STATUS,9da16480a96c14fd,9da16480a96c14fd,1
eleventh_share,rtc_5d36849729bc41beb973ff099c6378c2,OBSROUTE-e6601b7eec,757,759,CHECKING,c269a97d6cec6b1f,c269a97d6cec6b1f,1
eleventh_share,rtc_5d36849729bc41beb973ff099c6378c2,OBSROUTE-e6601b7eec,760,762,CHECKING,4031b4cf642f9309,4031b4cf642f9309,1
eleventh_share,rtc_5d36849729bc41beb973ff099c6378c2,OBSROUTE-e6601b7eec,763,765,CHECKING,f37e0f29de8c0641,f37e0f29de8c0641,1
eleventh_share,rtc_5d36849729bc41beb973ff099c6378c2,OBSROUTE-e6601b7eec,768,770,CHECKING,e2e1aa92fcc367b7,e2e1aa92fcc367b7,1
eleventh_share,rtc_5d36849729bc41beb973ff099c6378c2,OBSROUTE-e6601b7eec,771,773,WORK_STATUS,b958a9f541da0220,b958a9f541da0220,1
fifth_share,rtc_9fdd9b27759d4046820f6077cdee2ef9,OBSROUTE-8106623f99,784,786,CHECKING,8311f7d4dd903c7c,8311f7d4dd903c7c,1
fifth_share,rtc_9fdd9b27759d4046820f6077cdee2ef9,OBSROUTE-8106623f99,787,789,WORK_STATUS,18a0f471d3b297ec,18a0f471d3b297ec,1
fifth_share,rtc_9fdd9b27759d4046820f6077cdee2ef9,OBSROUTE-8106623f99,793,794,CHECKING,95bdff921dbc5db6,95bdff921dbc5db6,1
fifth_share,rtc_9fdd9b27759d4046820f6077cdee2ef9,OBSROUTE-8106623f99,864,866,PREAMBLE,4edb6bde4e15a66b,4edb6bde4e15a66b,1
fifth_share,rtc_9fdd9b27759d4046820f6077cdee2ef9,OBSROUTE-8106623f99,870,872,CHECKING,109c618d00693032,109c618d00693032,1
fifth_share,rtc_9fdd9b27759d4046820f6077cdee2ef9,OBSROUTE-8106623f99,881,884,WORK_STATUS,a3cb7fba638e2366,a3cb7fba638e2366,1
fifth_share,rtc_c69b631e49cc49e78fc3df096a861b2e,OBSROUTE-4f127dbd4f,511,518,PREAMBLE,bc38ac99ed2b8fc1,bc38ac99ed2b8fc1,1
fifth_share,rtc_c69b631e49cc49e78fc3df096a861b2e,OBSROUTE-4f127dbd4f,511,518,THOUGHTS,bc38ac99ed2b8fc1,bc38ac99ed2b8fc1,1
fifth_share,rtc_c69b631e49cc49e78fc3df096a861b2e,OBSROUTE-4f127dbd4f,511,518,REASONING_RECAP,bc38ac99ed2b8fc1,bc38ac99ed2b8fc1,1
fifth_share,rtc_c69b631e49cc49e78fc3df096a861b2e,OBSROUTE-4f127dbd4f,511,518,HIDDEN_META,bc38ac99ed2b8fc1,bc38ac99ed2b8fc1,1
fifth_share,rtc_c69b631e49cc49e78fc3df096a861b2e,OBSROUTE-4f127dbd4f,511,518,TOOL,bc38ac99ed2b8fc1,bc38ac99ed2b8fc1,1
fifth_share,rtc_c69b631e49cc49e78fc3df096a861b2e,OBSROUTE-4f127dbd4f,523,525,WORK_STATUS,c427421208c4a1db,c427421208c4a1db,1
fifth_share,rtc_c69b631e49cc49e78fc3df096a861b2e,OBSROUTE-4f127dbd4f,528,530,WORK_STATUS,94b60cf9ed925d38,94b60cf9ed925d38,1
fourth_share,rtc_899ff77131ce4921a0aea407dcf550d9,OBSROUTE-455a4bc378,195,200,PREAMBLE,e0a94011c17d5c14,e0a94011c17d5c14,1
fourth_share,rtc_899ff77131ce4921a0aea407dcf550d9,OBSROUTE-455a4bc378,195,200,THOUGHTS,e0a94011c17d5c14,e0a94011c17d5c14,1
fourth_share,rtc_899ff77131ce4921a0aea407dcf550d9,OBSROUTE-455a4bc378,195,200,REASONING_RECAP,e0a94011c17d5c14,e0a94011c17d5c14,1
fourth_share,rtc_cda956e9caa04769a2d0794a8e773c8d,OBSROUTE-a29bb5fd89,904,906,WORK_STATUS,7674f04d887221d1,7674f04d887221d1,1
office_metaphor,rtc_d74aa50c85f74a8aa72675ddc16526aa,OBSROUTE-b50c7dde0a,135,139,CHECKING,9b790fd0f8db4abe,9b790fd0f8db4abe,1
office_metaphor,rtc_d74aa50c85f74a8aa72675ddc16526aa,OBSROUTE-b50c7dde0a,135,139,THOUGHTS,9b790fd0f8db4abe,9b790fd0f8db4abe,1
office_metaphor,rtc_d74aa50c85f74a8aa72675ddc16526aa,OBSROUTE-b50c7dde0a,135,139,REASONING_RECAP,9b790fd0f8db4abe,9b790fd0f8db4abe,1
office_metaphor,rtc_d74aa50c85f74a8aa72675ddc16526aa,OBSROUTE-b50c7dde0a,140,144,CHECKING,baded2c97ee89766,baded2c97ee89766,1
office_metaphor,rtc_d74aa50c85f74a8aa72675ddc16526aa,OBSROUTE-b50c7dde0a,140,144,THOUGHTS,baded2c97ee89766,baded2c97ee89766,1
office_metaphor,rtc_d74aa50c85f74a8aa72675ddc16526aa,OBSROUTE-b50c7dde0a,140,144,REASONING_RECAP,baded2c97ee89766,baded2c97ee89766,1
office_metaphor,rtc_d74aa50c85f74a8aa72675ddc16526aa,OBSROUTE-b50c7dde0a,145,149,CHECKING,257514568fa874a9,257514568fa874a9,1
office_metaphor,rtc_d74aa50c85f74a8aa72675ddc16526aa,OBSROUTE-b50c7dde0a,145,149,THOUGHTS,257514568fa874a9,257514568fa874a9,1
office_metaphor,rtc_d74aa50c85f74a8aa72675ddc16526aa,OBSROUTE-b50c7dde0a,145,149,REASONING_RECAP,257514568fa874a9,257514568fa874a9,1
office_metaphor,rtc_d74aa50c85f74a8aa72675ddc16526aa,OBSROUTE-b50c7dde0a,150,154,CHECKING,edcd4772852f0d18,edcd4772852f0d18,1
office_metaphor,rtc_d74aa50c85f74a8aa72675ddc16526aa,OBSROUTE-b50c7dde0a,150,154,THOUGHTS,edcd4772852f0d18,edcd4772852f0d18,1
office_metaphor,rtc_d74aa50c85f74a8aa72675ddc16526aa,OBSROUTE-b50c7dde0a,150,154,REASONING_RECAP,edcd4772852f0d18,edcd4772852f0d18,1
seventeenth_share,rtc_5057a29e01fc4067b1088d396a142a5a,OBSROUTE-455a4bc378,21,25,CHECKING,fad06ca04ce9a2fa,fad06ca04ce9a2fa,1
seventeenth_share,rtc_5057a29e01fc4067b1088d396a142a5a,OBSROUTE-455a4bc378,21,25,THOUGHTS,fad06ca04ce9a2fa,fad06ca04ce9a2fa,1
seventeenth_share,rtc_5057a29e01fc4067b1088d396a142a5a,OBSROUTE-455a4bc378,21,25,REASONING_RECAP,fad06ca04ce9a2fa,fad06ca04ce9a2fa,1
seventeenth_share,rtc_5057a29e01fc4067b1088d396a142a5a,OBSROUTE-455a4bc378,33,37,PREAMBLE,3eafb18d7ac5ea16,3eafb18d7ac5ea16,1
seventeenth_share,rtc_5057a29e01fc4067b1088d396a142a5a,OBSROUTE-455a4bc378,33,37,THOUGHTS,3eafb18d7ac5ea16,3eafb18d7ac5ea16,1
seventeenth_share,rtc_5057a29e01fc4067b1088d396a142a5a,OBSROUTE-455a4bc378,33,37,REASONING_RECAP,3eafb18d7ac5ea16,3eafb18d7ac5ea16,1
seventeenth_share,rtc_5057a29e01fc4067b1088d396a142a5a,OBSROUTE-455a4bc378,38,43,WORK_STATUS,1dadba3a66fb728d,1dadba3a66fb728d,1
seventeenth_share,rtc_5057a29e01fc4067b1088d396a142a5a,OBSROUTE-455a4bc378,38,43,THOUGHTS,1dadba3a66fb728d,1dadba3a66fb728d,1
seventeenth_share,rtc_5057a29e01fc4067b1088d396a142a5a,OBSROUTE-455a4bc378,38,43,REASONING_RECAP,1dadba3a66fb728d,1dadba3a66fb728d,1
seventeenth_share,rtc_5057a29e01fc4067b1088d396a142a5a,OBSROUTE-455a4bc378,44,50,WORK_STATUS,187d4c69a5032410,187d4c69a5032410,1
seventeenth_share,rtc_5057a29e01fc4067b1088d396a142a5a,OBSROUTE-455a4bc378,44,50,THOUGHTS,187d4c69a5032410,187d4c69a5032410,1
seventeenth_share,rtc_5057a29e01fc4067b1088d396a142a5a,OBSROUTE-455a4bc378,44,50,REASONING_RECAP,187d4c69a5032410,187d4c69a5032410,1
seventeenth_share,rtc_c605a2fe0cb3477f9098624a35c113c2,OBSROUTE-455a4bc378,855,859,THOUGHTS,72d3cd666bf4861b,72d3cd666bf4861b,1
seventeenth_share,rtc_c605a2fe0cb3477f9098624a35c113c2,OBSROUTE-455a4bc378,855,859,REASONING_RECAP,72d3cd666bf4861b,72d3cd666bf4861b,1
seventeenth_share,rtc_c605a2fe0cb3477f9098624a35c113c2,OBSROUTE-455a4bc378,860,865,WORK_STATUS,b690d430a25d44c3,b690d430a25d44c3,1
seventeenth_share,rtc_c605a2fe0cb3477f9098624a35c113c2,OBSROUTE-455a4bc378,860,865,THOUGHTS,b690d430a25d44c3,b690d430a25d44c3,1
seventeenth_share,rtc_c605a2fe0cb3477f9098624a35c113c2,OBSROUTE-455a4bc378,860,865,REASONING_RECAP,b690d430a25d44c3,b690d430a25d44c3,1
seventh_share,rtc_82044b89e0ba40a8a44836d066980909,OBSROUTE-711a908a6b,2215,2220,CHECKING,c2427cc3dae2a640,c2427cc3dae2a640,1
seventh_share,rtc_82044b89e0ba40a8a44836d066980909,OBSROUTE-711a908a6b,2215,2220,THOUGHTS,c2427cc3dae2a640,c2427cc3dae2a640,1
seventh_share,rtc_82044b89e0ba40a8a44836d066980909,OBSROUTE-711a908a6b,2215,2220,REASONING_RECAP,c2427cc3dae2a640,c2427cc3dae2a640,1
seventh_share,rtc_82044b89e0ba40a8a44836d066980909,OBSROUTE-711a908a6b,2221,2225,CHECKING,44bb3db06cdd6216,44bb3db06cdd6216,1
seventh_share,rtc_82044b89e0ba40a8a44836d066980909,OBSROUTE-711a908a6b,2221,2225,THOUGHTS,44bb3db06cdd6216,44bb3db06cdd6216,1
seventh_share,rtc_82044b89e0ba40a8a44836d066980909,OBSROUTE-711a908a6b,2221,2225,REASONING_RECAP,44bb3db06cdd6216,44bb3db06cdd6216,1
seventh_share,rtc_82044b89e0ba40a8a44836d066980909,OBSROUTE-711a908a6b,2228,2234,CHECKING,a6c31e5925502b2f,a6c31e5925502b2f,1
seventh_share,rtc_82044b89e0ba40a8a44836d066980909,OBSROUTE-711a908a6b,2228,2234,SYSTEM,a6c31e5925502b2f,a6c31e5925502b2f,1
seventh_share,rtc_82044b89e0ba40a8a44836d066980909,OBSROUTE-711a908a6b,2228,2234,MODEL_CONTEXT,a6c31e5925502b2f,a6c31e5925502b2f,1
seventh_share,rtc_949c126f53694242b25b8372cb85ad15,OBSROUTE-23445ac03f,2058,2063,WORK_STATUS,e28f562d1d08bf73,e28f562d1d08bf73,1
seventh_share,rtc_949c126f53694242b25b8372cb85ad15,OBSROUTE-23445ac03f,2058,2063,THOUGHTS,e28f562d1d08bf73,e28f562d1d08bf73,1
seventh_share,rtc_949c126f53694242b25b8372cb85ad15,OBSROUTE-23445ac03f,2058,2063,REASONING_RECAP,e28f562d1d08bf73,e28f562d1d08bf73,1
seventh_share,rtc_b4716960dd144c349161d83fd1dee7e9,OBSROUTE-d63c1a3022,1015,1020,THOUGHTS,ef8824fbabe76dd2,ef8824fbabe76dd2,1
seventh_share,rtc_b4716960dd144c349161d83fd1dee7e9,OBSROUTE-d63c1a3022,1015,1020,HIDDEN_META,ef8824fbabe76dd2,ef8824fbabe76dd2,1
seventh_share,rtc_b4716960dd144c349161d83fd1dee7e9,OBSROUTE-d63c1a3022,1015,1020,TOOL,ef8824fbabe76dd2,ef8824fbabe76dd2,1
seventh_share,rtc_b4716960dd144c349161d83fd1dee7e9,OBSROUTE-d63c1a3022,1021,1024,THOUGHTS,a20c18bad4ae3f80,a20c18bad4ae3f80,1
seventh_share,rtc_b4716960dd144c349161d83fd1dee7e9,OBSROUTE-d63c1a3022,1025,1028,REASONING_RECAP,85966be449b820c9,85966be449b820c9,1
seventh_share,rtc_d76a7459513844cfb7e191829e1a19d9,OBSROUTE-a517e7503c,1867,1871,CHECKING,37278efe730347be,37278efe730347be,1
seventh_share,rtc_d76a7459513844cfb7e191829e1a19d9,OBSROUTE-a517e7503c,1867,1871,THOUGHTS,37278efe730347be,37278efe730347be,1
seventh_share,rtc_d76a7459513844cfb7e191829e1a19d9,OBSROUTE-a517e7503c,1867,1871,REASONING_RECAP,37278efe730347be,37278efe730347be,1
seventh_share,rtc_d76a7459513844cfb7e191829e1a19d9,OBSROUTE-a517e7503c,1876,1878,REASONING_RECAP,3a3fffb2cfc35151,3a3fffb2cfc35151,1
seventh_share,rtc_d76a7459513844cfb7e191829e1a19d9,OBSROUTE-a517e7503c,1879,1882,THOUGHTS,1ea442a134b2a184,1ea442a134b2a184,1
seventh_share,rtc_d76a7459513844cfb7e191829e1a19d9,OBSROUTE-a517e7503c,1879,1882,REASONING_RECAP,1ea442a134b2a184,1ea442a134b2a184,1
seventh_share,rtc_d76a7459513844cfb7e191829e1a19d9,OBSROUTE-a517e7503c,1883,1887,THOUGHTS,5aa07cb4c9bf79df,5aa07cb4c9bf79df,1
seventh_share,rtc_d76a7459513844cfb7e191829e1a19d9,OBSROUTE-a517e7503c,1883,1887,REASONING_RECAP,5aa07cb4c9bf79df,5aa07cb4c9bf79df,1
seventh_share,rtc_f607bb5acc5b485eaed6b195c99959b1,OBSROUTE-a2cad87f19,559,561,WORK_STATUS,f71ce6d63984f499,f71ce6d63984f499,1
seventh_share,rtc_f607bb5acc5b485eaed6b195c99959b1,OBSROUTE-a2cad87f19,568,575,WORK_STATUS,3fdd505d8882e835,3fdd505d8882e835,1
seventh_share,rtc_f607bb5acc5b485eaed6b195c99959b1,OBSROUTE-a2cad87f19,568,575,THOUGHTS,3fdd505d8882e835,3fdd505d8882e835,1
seventh_share,rtc_f607bb5acc5b485eaed6b195c99959b1,OBSROUTE-a2cad87f19,568,575,REASONING_RECAP,3fdd505d8882e835,3fdd505d8882e835,1
sixteenth_share,rtc_5aa42bc023554ee7a34bfab5b5d1021d,OBSROUTE-57fe30a2de,383,385,SYSTEM,897397abba123a1a,897397abba123a1a,1
sixteenth_share,rtc_5aa42bc023554ee7a34bfab5b5d1021d,OBSROUTE-57fe30a2de,387,391,SYSTEM,faeb45f761089b5a,faeb45f761089b5a,1
sixteenth_share,rtc_5aa42bc023554ee7a34bfab5b5d1021d,OBSROUTE-57fe30a2de,387,391,MODEL_CONTEXT,faeb45f761089b5a,faeb45f761089b5a,1
sixteenth_share,rtc_5aa42bc023554ee7a34bfab5b5d1021d,OBSROUTE-57fe30a2de,394,397,REASONING_RECAP,ae34f9053da574e6,ae34f9053da574e6,1
sixth_share,rtc_a1b5c7e90d2947458d828d466500e881,OBSROUTE-553114c217,229,231,PREAMBLE,10f408a9c961811b,10f408a9c961811b,1
test4,rtc_d305d6313f9a4266be6da78e277c6c8c,OBSROUTE-b50c7dde0a,286,291,CHECKING,e85542d3e56acd08,e85542d3e56acd08,1
test4,rtc_d305d6313f9a4266be6da78e277c6c8c,OBSROUTE-b50c7dde0a,286,291,THOUGHTS,e85542d3e56acd08,e85542d3e56acd08,1
test4,rtc_d305d6313f9a4266be6da78e277c6c8c,OBSROUTE-b50c7dde0a,286,291,REASONING_RECAP,e85542d3e56acd08,e85542d3e56acd08,1
test4,rtc_d305d6313f9a4266be6da78e277c6c8c,OBSROUTE-b50c7dde0a,300,304,THOUGHTS,475800703a1637fc,475800703a1637fc,1
test4,rtc_d305d6313f9a4266be6da78e277c6c8c,OBSROUTE-b50c7dde0a,300,304,REASONING_RECAP,475800703a1637fc,475800703a1637fc,1
thirteenth_share,rtc_d3e9a9fe507b48ec92266f26841b0490,OBSROUTE-fba3c1ff75,552,556,CHECKING,9d2929acfcad6983,9d2929acfcad6983,1
thirteenth_share,rtc_d3e9a9fe507b48ec92266f26841b0490,OBSROUTE-fba3c1ff75,552,556,PREAMBLE,9d2929acfcad6983,9d2929acfcad6983,1
thirteenth_share,rtc_d3e9a9fe507b48ec92266f26841b0490,OBSROUTE-fba3c1ff75,552,556,REASONING_RECAP,9d2929acfcad6983,9d2929acfcad6983,1
twelfth_share,rtc_277bf2c5320642b582a68462e103d149,OBSROUTE-c6e8a73c42,293,295,CHECKING,ee4935217dad41f0,ee4935217dad41f0,1
twelfth_share,rtc_277bf2c5320642b582a68462e103d149,OBSROUTE-c6e8a73c42,296,299,CHECKING,17775249b8740343,17775249b8740343,1
twelfth_share,rtc_277bf2c5320642b582a68462e103d149,OBSROUTE-c6e8a73c42,300,302,CHECKING,c8a6bb4eb6d9dac2,c8a6bb4eb6d9dac2,1
twelfth_share,rtc_277bf2c5320642b582a68462e103d149,OBSROUTE-c6e8a73c42,305,307,WORK_STATUS,f01c93475ca6f77c,f01c93475ca6f77c,1
twelfth_share,rtc_277bf2c5320642b582a68462e103d149,OBSROUTE-c6e8a73c42,308,310,CHECKING,b91c8cc323595dbf,b91c8cc323595dbf,1
twelfth_share,rtc_277bf2c5320642b582a68462e103d149,OBSROUTE-c6e8a73c42,311,313,CHECKING,464dd279251a858e,464dd279251a858e,1
twentieth_share,rtc_353453a5a77e4c46af5af8fb7bb9b63a,OBSROUTE-dbc178b292,323,326,CHECKING,09fbb2424d71894f,09fbb2424d71894f,1
twentieth_share,rtc_353453a5a77e4c46af5af8fb7bb9b63a,OBSROUTE-dbc178b292,323,326,REASONING_RECAP,09fbb2424d71894f,09fbb2424d71894f,1
twentieth_share,rtc_353453a5a77e4c46af5af8fb7bb9b63a,OBSROUTE-dbc178b292,329,333,PREAMBLE,df984a53bb71dbf7,df984a53bb71dbf7,1
twentieth_share,rtc_353453a5a77e4c46af5af8fb7bb9b63a,OBSROUTE-dbc178b292,329,333,THOUGHTS,df984a53bb71dbf7,df984a53bb71dbf7,1
twentieth_share,rtc_353453a5a77e4c46af5af8fb7bb9b63a,OBSROUTE-dbc178b292,329,333,REASONING_RECAP,df984a53bb71dbf7,df984a53bb71dbf7,1
twentieth_share,rtc_353453a5a77e4c46af5af8fb7bb9b63a,OBSROUTE-dbc178b292,347,356,CHECKING,3eded023c4576073,3eded023c4576073,1
twentieth_share,rtc_353453a5a77e4c46af5af8fb7bb9b63a,OBSROUTE-dbc178b292,347,356,PREAMBLE,3eded023c4576073,3eded023c4576073,1
twentieth_share,rtc_353453a5a77e4c46af5af8fb7bb9b63a,OBSROUTE-dbc178b292,347,356,THOUGHTS,3eded023c4576073,3eded023c4576073,1
twentieth_share,rtc_353453a5a77e4c46af5af8fb7bb9b63a,OBSROUTE-dbc178b292,347,356,REASONING_RECAP,3eded023c4576073,3eded023c4576073,1
twentieth_share,rtc_353453a5a77e4c46af5af8fb7bb9b63a,OBSROUTE-dbc178b292,347,356,HIDDEN_META,3eded023c4576073,3eded023c4576073,1
twentieth_share,rtc_353453a5a77e4c46af5af8fb7bb9b63a,OBSROUTE-dbc178b292,347,356,TOOL,3eded023c4576073,3eded023c4576073,1
